Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,latitude,longitude,Pin code,Medium (P1),Medium (P2),Meal(P1),Meal(P2),Perference(P1),Perference(P2),Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating,Less Delivery time,High Quality of package,Number of calls,Politeness,Freshness,Temperature,Good Taste,Good Quantity,churn_risk
23,Female,Married,House wife,No Income,School,6,12.9442,77.6076,560030,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Maybe,Anytime (Mon-Sun),More than 60 minutes,Agree,Agree,Strongly Agree,Agree,Neutral,No,Moderately Important,Moderately Important,Slightly Important,Moderately Important,Important,Important,Very Important,Very Important,0
23,Female,Single,Student,No Income,Graduate,2,13.0298,77.6047,560032,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,Important,Important,Important,Moderately Important,Moderately Important,Slightly Important,Important,Important,1
23,Male,Single,Student,No Income,Post Graduate,2,12.9261,77.6221,560034,Food delivery apps,Web browser,Breakfast,Lunch,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Important,Important,Very Important,Important,Important,Very Important,Important,Important,0
24,Male,Single,Student,No Income,Post Graduate,5,12.9621,77.5376,560104,Food delivery apps,Direct call,Breakfast,Snacks,Veg foods (Breakfast / Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Maybe,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Very Important,Important,Moderately Important,Slightly Important,Very Important,Important,Very Important,Very Important,0
22,Female,Single,Employee,25001 to 50000,Graduate,4,12.8845,77.6036,560076,Food delivery apps,Walk-in,Lunch,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Important,0
26,Male,Married,Employee,More than 50000,Graduate,4,12.9048,77.6821,560036,Food delivery apps,Web browser,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,No,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Important,Important,Slightly Important,Moderately Important,Important,Important,0
25,Female,Single,Student,No Income,Ph.D,3,12.9048,77.6821,560036,Food delivery apps,Web browser,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,No,Slightly Important,Moderately Important,Slightly Important,Slightly Important,Important,Important,Important,Important,0
20,Male,Single,Student,No Income,Graduate,2,12.9261,77.6221,560034,Food delivery apps,Direct call,Lunch,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Disagree,Yes,Important,Moderately Important,Moderately Important,Important,Important,Very Important,Very Important,Important,0
29,Male,Married,Employee,25001 to 50000,Graduate,4,12.9261,77.6221,560034,Food delivery apps,Direct call,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Neutral,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Maybe,Important,Moderately Important,Important,Important,Very Important,Very Important,Very Important,Very Important,1
23,Female,Single,Student,No Income,Graduate,1,12.977,77.5773,560009,Food delivery apps,Direct call,Breakfast,Lunch,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,No,Slightly Important,Unimportant,Unimportant,Unimportant,Unimportant,Slightly Important,Unimportant,Unimportant,0
25,Male,Single,Self Employeed,More than 50000,Graduate,2,12.9783,77.6408,560038,Food delivery apps,Walk-in,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Important,Important,Important,Very Important,Slightly Important,Moderately Important,Important,Very Important,0
29,Female,Married,Employee,25001 to 50000,Graduate,4,12.9783,77.6408,560038,Food delivery apps,Walk-in,Lunch,Dinner,Veg foods (Breakfast / Lunch / Dinner),Sweets,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Neutral,Agree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Disagree,Agree,Neutral,Yes,Slightly Important,Moderately Important,Moderately Important,Very Important,Slightly Important,Moderately Important,Important,Important,1
27,Male,Married,Self Employeed,25001 to 50000,Graduate,6,12.9217,77.5936,560041,Food delivery apps,Walk-in,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Very Important,Moderately Important,Important,Important,Important,1
25,Male,Single,Self Employeed,10001 to 25000,Graduate,3,13.0206,77.6479,560043,Food delivery apps,Walk-in,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Strongly Agree,Agree,Agree,Agree,No,Moderately Important,Moderately Important,Important,Important,Slightly Important,Moderately Important,Important,Important,0
21,Male,Single,Student,No Income,Graduate,2,13.0012,77.5995,560046,Food delivery apps,Direct call,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Moderately Important,Important,Important,Important,Important,Very Important,Very Important,Very Important,1
23,Male,Single,Student,No Income,Graduate,3,13.0223,77.7132,560049,Food delivery apps,Web browser,Breakfast,Dinner,Veg foods (Breakfast / Lunch / Dinner),Sweets,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Agree,Neutral,Yes,Important,Important,Very Important,Important,Slightly Important,Moderately Important,Important,Very Important,0
24,Female,Single,Employee,10001 to 25000,Post Graduate,4,12.9337,77.59,560011,Food delivery apps,Direct call,Snacks,Dinner,Veg foods (Breakfast / Lunch / Dinner),Ice cream / Cool drinks,Agree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Agree,Agree,Agree,Yes,Important,Moderately Important,Moderately Important,Important,Important,Important,Important,Important,0
32,Male,Married,Self Employeed,10001 to 25000,School,3,12.982,77.6256,560008,Food delivery apps,Walk-in,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Neutral,Neutral,Disagree,Neutral,No,Unimportant,Slightly Important,Unimportant,Unimportant,Very Important,Very Important,Very Important,Very Important,0
28,Male,Married,Employee,25001 to 50000,Post Graduate,5,13.0262,77.62,560045,Food delivery apps,Walk-in,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Disagree,Agree,Agree,Neutral,Disagree,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Disagree,Disagree,Neutral,No,Moderately Important,Slightly Important,Moderately Important,Important,Moderately Important,Moderately Important,Important,Important,0
26,Male,Single,Employee,10001 to 25000,Graduate,2,12.9217,77.5936,560041,Food delivery apps,Walk-in,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Neutral,Neutral,Agree,Strongly agree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Strongly Agree,Neutral,Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1
31,Female,Married,House wife,No Income,Graduate,5,13.0078,77.5577,560055,Food delivery apps,Walk-in,Lunch,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Strongly disagree,Disagree,Neutral,No,Anytime (Mon-Sun),60 minutes,Agree,Agree,Agree,Neutral,Disagree,Yes,Important,Moderately Important,Moderately Important,Important,Important,Moderately Important,Moderately Important,Important,0
27,Female,Married,Self Employeed,25001 to 50000,Graduate,3,13.0078,77.5577,560055,Food delivery apps,Web browser,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Agree,Agree,Neutral,No,Important,Moderately Important,Moderately Important,Slightly Important,Important,Moderately Important,Important,Important,0
21,Female,Single,Student,No Income,Post Graduate,1,12.9217,77.5936,560041,Food delivery apps,Walk-in,Lunch,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Strongly agree,Neutral,Neutral,Agree,Strongly disagree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Neutral,Neutral,Maybe,Weekend (Sat & Sun),30 minutes,Neutral,Neutral,Neutral,Agree,Neutral,Maybe,Important,Very Important,Important,Moderately Important,Very Important,Important,Very Important,Important,0
23,Female,Single,Student,No Income,Graduate,2,12.9105,77.4842,560060,Food delivery apps,Web browser,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Disagree,Disagree,Neutral,Agree,Yes,Important,Moderately Important,Important,Important,Slightly Important,Important,Important,Moderately Important,1
26,Male,Married,Employee,10001 to 25000,Graduate,4,12.9105,77.4842,560060,Food delivery apps,Walk-in,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Disagree,Agree,Neutral,Agree,Strongly disagree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Disagree,Agree,Disagree,Neutral,Yes,Important,Moderately Important,Moderately Important,Important,Slightly Important,Moderately Important,Moderately Important,Slightly Important,1
32,Male,Married,Employee,More than 50000,Graduate,5,12.9037,77.5376,560061,Web browser,Walk-in,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Neutral,Agree,Neutral,No,Important,Moderately Important,Slightly Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,Moderately Important,0
25,Female,Married,Student,No Income,Post Graduate,2,12.8834,77.5486,560062,Food delivery apps,Web browser,Snacks,Dinner,Sweets,Ice cream / Cool drinks,Agree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Agree,Neutral,Neutral,Yes,Important,Moderately Important,Important,Moderately Important,Slightly Important,Moderately Important,Important,Very Important,0
28,Male,Single,Self Employeed,10001 to 25000,Post Graduate,2,12.9149,77.5635,560070,Food delivery apps,Direct call,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Neutral,Agree,Neutral,Maybe,Moderately Important,Slightly Important,Slightly Important,Moderately Important,Slightly Important,Important,Very Important,Very Important,0
21,Female,Single,Student,No Income,Post Graduate,3,12.9149,77.5635,560070,Food delivery apps,Walk-in,Breakfast,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Maybe,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,0
24,Male,Single,Student,No Income,Post Graduate,2,12.9706,77.6529,560075,Food delivery apps,Direct call,Lunch,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Neutral,Disagree,Yes,Important,Slightly Important,Important,Moderately Important,Moderately Important,Important,Important,Very Important,0
26,Female,Married,Self Employeed,10001 to 25000,Graduate,5,12.9706,77.6529,560075,Food delivery apps,Direct call,Dinner,Dinner,Veg foods (Breakfast / Lunch / Dinner),Sweets,Disagree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Maybe,Anytime (Mon-Sun),45 minutes,Agree,Agree,Neutral,Disagree,Disagree,Maybe,Important,Important,Very Important,Important,Important,Important,Important,Important,1
32,Male,Married,Employee,25001 to 50000,Graduate,3,12.9706,77.6529,560075,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Agree,Strongly Agree,Yes,Important,Moderately Important,Important,Moderately Important,Important,Important,Important,Important,0
29,Male,Single,Self Employeed,More than 50000,Graduate,6,12.8845,77.6036,560076,Food delivery apps,Web browser,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),More than 60 minutes,Agree,Neutral,Agree,Neutral,Agree,No,Moderately Important,Slightly Important,Moderately Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,Slightly Important,0
21,Male,Single,Student,No Income,Graduate,5,12.9783,77.6408,560038,Food delivery apps,Web browser,Lunch,Snacks,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Strongly agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,Slightly Important,Moderately Important,Important,Important,0
24,Female,Single,Self Employeed,25001 to 50000,Post Graduate,3,13.0103,77.5796,560080,Food delivery apps,Direct call,Dinner,Dinner,Veg foods (Breakfast / Lunch / Dinner),Sweets,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Neutral,Agree,Neutral,Maybe,Important,Important,Important,Moderately Important,Moderately Important,Important,Important,Important,1
26,Male,Prefer not to say,Self Employeed,More than 50000,Post Graduate,2,13.0103,77.5796,560080,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Agree,No,Moderately Important,Moderately Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,0
25,Male,Married,Employee,More than 50000,Ph.D,3,12.9306,77.5434,560085,Food delivery apps,Web browser,Lunch,Snacks,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,No,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Neutral,Disagree,Yes,Important,Important,Very Important,Important,Moderately Important,Important,Important,Moderately Important,0
29,Male,Single,Employee,25001 to 50000,Graduate,3,13.0641,77.5931,560092,Food delivery apps,Web browser,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Agree,Agree,Strongly Agree,Yes,Important,Very Important,Important,Very Important,Moderately Important,Important,Important,Very Important,1
22,Male,Single,Student,No Income,Graduate,3,13.0158,77.539,560096,Food delivery apps,Web browser,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Neutral,Neutral,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Important,Very Important,Important,Very Important,Important,Very Important,Very Important,Important,0
24,Male,Single,Student,No Income,Graduate,2,12.9561,77.5921,560027,Direct call,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Neutral,Neutral,Yes,Important,Important,Moderately Important,Important,Very Important,Very Important,Very Important,Very Important,0
27,Male,Married,Employee,25001 to 50000,Graduate,2,12.8845,77.6036,560076,Food delivery apps,Web browser,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Agree,Neutral,Strongly agree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,No,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Moderately Important,Important,Moderately Important,Moderately Important,Important,Moderately Important,Moderately Important,0
23,Female,Single,Student,No Income,Post Graduate,3,12.9369,77.6407,560095,Food delivery apps,Web browser,Snacks,Dinner,Veg foods (Breakfast / Lunch / Dinner),Sweets,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Strongly disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Maybe,Important,Important,Very Important,Important,Moderately Important,Moderately Important,Important,Important,1
32,Male,Married,Employee,More than 50000,Post Graduate,6,12.9369,77.6407,560095,Food delivery apps,Walk-in,Lunch,Snacks,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,0
22,Female,Single,Student,No Income,Graduate,2,12.9369,77.6407,560095,Food delivery apps,Direct call,Breakfast,Snacks,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),More than 60 minutes,Agree,Agree,Strongly Agree,Agree,Disagree,Maybe,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,0
28,Male,Married,Employee,25001 to 50000,Graduate,3,12.9369,77.6407,560095,Food delivery apps,Web browser,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Maybe,Weekend (Sat & Sun),60 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Important,Important,Important,Very Important,0
23,Female,Single,Student,No Income,Post Graduate,2,13.0158,77.539,560096,Food delivery apps,Direct call,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Moderately Important,Important,Moderately Important,Important,Important,Important,0
